Audience Segment,Audience1,Audience2,Audience3,Audience4,Audience5,Audience6,Audience7,Creative Size,Creative Messaging,Location,City,State,URL,Publisher,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Conversions,Gross Cost,322,CPC  (Gross Cost/Clicks),CPA (Cost/Conversions),CPM,CVR (Conversion/Clicks),CTR (Clicks/Impressions),Viewability
US>B2B>B2B Decision Maker Responsibilities>Office Services or Moving,US,B2B,B2B Decision Maker Responsibilities,Office Services or Moving,,,,300x250,Sign up Today - 10% Off,"Nashville,Tennessee",Nashville,Tennessee,realtor.com,Realtor,BidSwitch,Apple PC,"49,412.00",7,"22,155.00","43,802.00",2,"$1,595.66",,$227.95,$797.83,$32.29,28.57%,0.01%,50.58%
OnAudience>Intent>Travel,OnAudience,Intent,Travel,,,,,300x250,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,msn.com,Msn,BidSwitch,Apple PC,"96,031.00",7,"57,187.00","78,396.00",21,"$1,508.91",,$215.56,$71.85,$15.71,300.00%,0.01%,72.95%
Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Team Sports>Football (American),Media and Entertainment,Sports and Recreational Activities,Interest (Affinity),Team Sports,Football (American),,,320x50,Subscribe Today - 10% Discount,"Tallahassee,Florida-Thomasville,Georgia",#REF!,,msn.com,Msn,Google Ad Manager,Smartphone,"47,931.00",7,"15,989.00","38,916.00",3,"$1,487.23",,$212.46,$495.74,$31.03,42.86%,0.01%,41.09%
OnAudience>Intent>Auto>Vehicle Parts & Accessories,OnAudience,Intent,Auto,Vehicle Parts & Accessories,,,,320x50,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo,Michigan",Grand Rapids-Kalamazoo,Michigan,ebay.com,Ebay,BidSwitch,Smartphone,"37,269.00",7,"11,667.00","33,260.00",1,"$1,453.08",,$207.58,"$1,453.08",$38.99,14.29%,0.02%,35.08%
Online Behavior>United States>Finance>Banking>Money Transfer and Wire Services,Online Behavior,United States,Finance,Banking,Money Transfer and Wire Services,,,320x50,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,ebay.com,Ebay,Google Ad Manager,Smartphone,"221,720.00",6,"35,178.00","196,583.00",69,"$7,890.22",,"$1,315.04",$114.35,$35.59,1150.00%,0.00%,17.89%
Online Behavior>United States>Beauty and Fitness>Fashion and Style>Fashion Designers and Collections,Online Behavior,United States,Beauty and Fitness,Fashion and Style,Fashion Designers and Collections,,,300x250,Sign up Now - 10% Off,"Miami-Ft. Lauderdale,Florida",Miami-Ft. Lauderdale,Florida,mail.yahoo.com,Mail,Google Ad Manager,Smartphone,"23,774.00",6,"10,735.00","21,076.00",24,"$7,657.11",,"$1,276.18",$319.05,$322.08,400.00%,0.03%,50.93%
Online Behavior>United States>Food and Drink>Beverages>Coffee and Tea,Online Behavior,United States,Food and Drink,Beverages,Coffee and Tea,,,320x50,Subscribe Today - 10% Discount,"Tampa-St Petersburg (Sarasota),Florida",Tampa-St Petersburg (Sarasota),Florida,foxnews.com,Foxnews,BidSwitch,Smartphone,"63,794.00",6,"46,557.00","60,868.00",4,"$6,832.94",,"$1,138.82","$1,708.24",$107.11,66.67%,0.01%,76.49%
Online Behavior>United States>Validated Demographic>Age>18 or older,Online Behavior,United States,Validated Demographic,Age,18 or older,,,300x250,Sign up Today - 10% Off,"Miami-Ft. Lauderdale,Florida",Miami-Ft. Lauderdale,Florida,reference.com,Reference,Google Ad Manager,Windows PC,"219,088.00",6,"75,638.00","153,987.00",15,"$6,761.07",,"$1,126.85",$450.74,$30.86,250.00%,0.00%,49.12%
Online Behavior>United States>Intent>Shopping>Home Improvement,Online Behavior,United States,Intent,Shopping,Home Improvement,,,320x50,Subscribe Today - 10% Discount,"Orlando-Daytona Beach,Florida",Orlando-Daytona Beach,Florida,wordunscrambler.me,Wordunscrambler,Google Ad Manager,Smartphone,"9,357.00",6,"1,754.00","8,343.00",1,"$6,559.48",,"$1,093.25","$6,559.48",$701.02,16.67%,0.06%,21.02%
Online Behavior>United States>Intent>Travel>Graduation Trip,Online Behavior,United States,Intent,Travel,Graduation Trip,,,300x250,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,sallysbakingaddiction.com,Sallysbakingaddiction,Google Ad Manager,Windows PC,"26,415.00",6,"13,791.00","25,315.00",11,"$6,450.92",,"$1,075.15",$586.45,$244.21,183.33%,0.02%,54.48%
Online Behavior>United States>Intent>Auto Buyers>Car Make>Opel,Online Behavior,United States,Intent,Auto Buyers,Car Make,Opel,,300x250,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,finance.yahoo.com,Finance,Google Ad Manager,Smartphone,"286,998.00",6,"61,586.00","247,500.00",13,"$6,395.55",,"$1,065.93",$491.97,$22.28,216.67%,0.00%,24.88%
Online Behavior>United States>Intent>Shopping>Drug Stores>Walgreens,Online Behavior,United States,Intent,Shopping,Drug Stores,Walgreens,,300x50,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,usatoday.com,Usatoday,Google Ad Manager,Smartphone,"39,373.00",6,"23,152.00","35,857.00",12,"$6,342.89",,"$1,057.15",$528.57,$161.10,200.00%,0.02%,64.57%
Online Behavior>United States>Intent>Auto Buyers>New,Online Behavior,United States,Intent,Auto Buyers,New,,,320x50,Sign up Now - 10% Off,"Los Angeles,California",Los Angeles,California,whatismyipaddress.com,Whatismyipaddress,Google Ad Manager,Smartphone,"42,830.00",6,"24,499.00","34,496.00",1,"$6,261.58",,"$1,043.60","$6,261.58",$146.20,16.67%,0.01%,71.02%
"Online Behavior>United States>Finance>Grants, Scholarships and Financial Aid>Government Grants",Online Behavior,United States,Finance,"Grants, Scholarships and Financial Aid",Government Grants,,,300x250,Subscribe Today - 10% Discount,"Jacksonville,Florida",Jacksonville,Florida,signupgenius.com,Signupgenius,BidSwitch,Smartphone,"14,350.00",6,"8,228.00","13,396.00",1,"$6,114.03",,"$1,019.01","$6,114.03",$426.07,16.67%,0.04%,61.42%
Online Behavior>United States>Validated Demographic>Gender and Age Combined>Males 55-64,Online Behavior,United States,Validated Demographic,Gender and Age Combined,Males 55-64,,,320x50,Sign up Today - 10% Off,"New York City,New York",New York City,New York,timeanddate.com,Timeanddate,Yahoo Exchange,Smartphone,"44,361.00",6,"36,040.00","40,684.00",5,"$5,048.85",,$841.48,"$1,009.77",$113.81,83.33%,0.01%,88.59%
Online Behavior>United States>Arts and Entertainment>Comics and Animation,Online Behavior,United States,Arts and Entertainment,Comics and Animation,,,,300x250,Subscribe Today - 10% Discount,"Knoxville,Tennessee",Knoxville,Tennessee,fox59.com,Fox59,Google Ad Manager,Smartphone,"7,583.00",6,"4,608.00","5,881.00",1,"$5,033.48",,$838.91,"$5,033.48",$663.79,16.67%,0.08%,78.35%
Online Behavior>United States>The Changing Consumer>Personal Budgeting,Online Behavior,United States,The Changing Consumer,Personal Budgeting,,,,320x50,Sign up Today - 10% Off,"Tri-Cities,Tennessee-Virginia",Tri-Cities,Tennessee-Virginia,mapquest.com,Mapquest,Magnite DV+,Smartphone,"27,371.00",6,"22,256.00","25,986.00",2,"$4,984.49",,$830.75,"$2,492.24",$182.11,33.33%,0.02%,85.65%
Online Behavior>United States>The Changing Consumer>Home Cooking,Online Behavior,United States,The Changing Consumer,Home Cooking,,,,300x50,10% Discount - Ends 6/1,"New York City,New York",New York City,New York,kbb.com,Kbb,Google Ad Manager,Smartphone,"58,938.00",6,"41,861.00","55,929.00",6,"$4,881.20",,$813.53,$813.53,$82.82,100.00%,0.01%,74.85%
Online Behavior>United States>Validated Demographic>Age>55-64,Online Behavior,United States,Validated Demographic,Age,55-64,,,300x250,10% Discount - Ends 6/1,"Champaign & Springfield-Decatur,Illinois",Champaign & Springfield-Decatur,Illinois,accuweather.com,Accuweather,Magnite DV+,Smartphone,"36,863.00",6,"3,570.00","29,458.00",5,"$4,752.82",,$792.14,$950.56,$128.93,83.33%,0.02%,12.12%
"Online Behavior>United States>Finance>Grants, Scholarships and Financial Aid>Study Grants and Scholarships",Online Behavior,United States,Finance,"Grants, Scholarships and Financial Aid",Study Grants and Scholarships,,,300x50,10% Discount - Ends 6/1,"Orlando-Daytona Beach,Florida",Orlando-Daytona Beach,Florida,mail.aol.com,Mail,Google Ad Manager,Smartphone,"39,844.00",6,"28,001.00","36,335.00",1,"$4,439.37",,$739.89,"$4,439.37",$111.42,16.67%,0.02%,77.06%
US>Reach>Propensity Models>Hobbies and Interest>Books>E-Book Reader,US,Reach,Propensity Models,Hobbies and Interest,Books,E-Book Reader,,300x250,10% Discount - Ends 6/1,"Charleston,South Carolina",Charleston,South Carolina,yahoo.com,Yahoo,Magnite DV+,Smartphone,"90,123.00",6,"33,421.00","66,729.00",14,"$3,433.91",,$572.32,$245.28,$38.10,233.33%,0.01%,50.08%
US>Reach>Sociodemographic>Homeowner Status>Renter,US,Reach,Sociodemographic,Homeowner Status,Renter,,,320x50,Sign up Today - 10% Off,"Knoxville,Tennessee",Knoxville,Tennessee,foxnews.com,Foxnews,Google Ad Manager,Smartphone,"70,134.00",6,"48,862.00","66,739.00",16,"$2,514.87",,$419.14,$157.18,$35.86,266.67%,0.01%,73.21%
US>B2B>B2B Decision Maker Responsibilities>Purchasing Vehicles or Automobile Services,US,B2B,B2B Decision Maker Responsibilities,Purchasing Vehicles or Automobile Services,,,,300x250,Subscribe Today - 10% Discount,"Ft. Wayne,Indiana",Ft. Wayne,Indiana,yahoo.com,Yahoo,PubMatic,Smartphone,"276,716.00",6,"114,927.00","255,481.00",49,"$2,276.28",,$379.38,$46.45,$8.23,816.67%,0.00%,44.98%
Travel and Tourism>Interest (Affinity),Travel and Tourism,Interest (Affinity),,,,,,320x50,Subscribe Today - 10% Discount,"San Francisco,California",San Francisco,California,yellowpages.com,Yellowpages,Google Ad Manager,Smartphone,"14,890.00",6,"6,248.00","11,493.00",1,"$1,982.42",,$330.40,"$1,982.42",$133.14,16.67%,0.04%,54.36%
US>Interest Propensities>TV and Movies>Sports TV,US,Interest Propensities,TV and Movies,Sports TV,,,,300x250,Sign up Today - 10% Off,"Los Angeles,California",Los Angeles,California,accuweather.com,Accuweather,Yahoo Exchange,Smartphone,"15,200.00",6,"5,375.00","12,040.00",1,"$1,970.36",,$328.39,"$1,970.36",$129.63,16.67%,0.04%,44.64%
OnAudience>Interest>Arts & Entertainment>Fine Art,OnAudience,Interest,Arts & Entertainment,Fine Art,,,,300x50,Sign up Now - 10% Off,"West Palm Beach-Ft. Pierce,Florida",West Palm Beach-Ft. Pierce,Florida,kbb.com,Kbb,BidSwitch,Smartphone,"37,717.00",6,"26,541.00","35,126.00",1,"$1,725.27",,$287.55,"$1,725.27",$45.74,16.67%,0.02%,75.56%
US>Brand Propensities>Electronics>RadioShack Buyer Propensity,US,Brand Propensities,Electronics,RadioShack Buyer Propensity,,,,300x250,10% Discount - Ends 6/1,"Nashville,Tennessee",Nashville,Tennessee,msn.com,Msn,Google Ad Manager,Windows PC,"60,412.00",6,"33,457.00","52,172.00",24,"$1,679.57",,$279.93,$69.98,$27.80,400.00%,0.01%,64.13%
Mobile - US>Financial Services>Digital Payments>Chase Pay,Mobile - US,Financial Services,Digital Payments,Chase Pay,,,,300x250,10% Discount - Ends 6/1,"Los Angeles,California",Los Angeles,California,outlook.live.com,Outlook,Google Ad Manager,Smartphone,"21,088.00",6,"17,930.00","19,822.00",4,"$1,623.68",,$270.61,$405.92,$77.00,66.67%,0.03%,90.46%
US>Premium Entertainment and Pastimes>Premium Magazine Enthusiasts,US,Premium Entertainment and Pastimes,Premium Magazine Enthusiasts,,,,,300x250,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,finance.yahoo.com,Finance,PubMatic,Smartphone,"109,567.00",6,"57,620.00","97,903.00",5,"$1,616.71",,$269.45,$323.34,$14.76,83.33%,0.01%,58.85%
OnAudience>Interest>Business>Economy,OnAudience,Interest,Business,Economy,,,,300x250,Subscribe Today - 10% Discount,"South Bend-Elkhart,Indiana",South Bend-Elkhart,Indiana,cnn.com,Cnn,Google Ad Manager,Smartphone,"77,748.00",6,"6,170.00","53,603.00",3,"$1,498.30",,$249.72,$499.43,$19.27,50.00%,0.01%,11.51%
Mobile - US>Travel>Destination>International Travelers>Frequent Travelers,Mobile - US,Travel,Destination,International Travelers,Frequent Travelers,,,300x250,Sign up Today - 10% Off,"New York City,New York",New York City,New York,biblegateway.com,Biblegateway,Smart RTB+ (Smartadserver),Apple PC,"18,313.00",6,"9,481.00","16,300.00",2,"$1,456.93",,$242.82,$728.47,$79.56,33.33%,0.03%,58.17%
Mobile - US>Automotive>Repair & Oil Change>Intend,Mobile - US,Automotive,Repair & Oil Change,Intend,,,,320x50,Subscribe Today - 10% Discount,"San Francisco,California",San Francisco,California,therighthairstyles.com,Therighthairstyles,Index Exchange,Smartphone,"9,157.00",6,"4,520.00","8,037.00",1,"$1,449.18",,$241.53,"$1,449.18",$158.26,16.67%,0.07%,56.24%
Mobile - US>Sports>UFC Fans,Mobile - US,Sports,UFC Fans,,,,,320x50,Sign up Today - 10% Off,"Peoria-Bloomington,Illinois",Peoria-Bloomington,Illinois,ign.com,Ign,Google Ad Manager,Smartphone,"22,180.00",6,"4,835.00","19,291.00",9,"$1,441.63",,$240.27,$160.18,$65.00,150.00%,0.03%,25.06%
Online Behavior>United States>Finance>Financial Planning and Management>Retirement and Pension,Online Behavior,United States,Finance,Financial Planning and Management,Retirement and Pension,,,320x50,Sign up Today - 10% Off,"Orlando-Daytona Beach,Florida",Orlando-Daytona Beach,Florida,accuweather.com,Accuweather,PubMatic,Smartphone,"18,324.00",5,"3,145.00","13,703.00",1,"$6,996.23",,"$1,399.25","$6,996.23",$381.81,20.00%,0.03%,22.95%
Online Behavior>United States>Jobs and Education>Jobs,Online Behavior,United States,Jobs and Education,Jobs,,,,300x250,Sign up Today - 10% Off,"Jacksonville,Florida",Jacksonville,Florida,people.com,People,PubMatic,Smartphone,"21,280.00",5,"15,309.00","20,244.00",6,"$6,837.51",,"$1,367.50","$1,139.59",$321.31,120.00%,0.02%,75.62%
Online Behavior>United States>Home and Garden>Kitchen and Dining,Online Behavior,United States,Home and Garden,Kitchen and Dining,,,,300x250,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo,Michigan",Grand Rapids-Kalamazoo,Michigan,poshland.com,Poshland,Index Exchange,Apple PC,"123,430.00",5,"45,294.00","77,646.00",15,"$6,808.56",,"$1,361.71",$453.90,$55.16,300.00%,0.00%,58.33%
Online Behavior>United States>Intent>Auto Buyers>Car Make>Volkswagen,Online Behavior,United States,Intent,Auto Buyers,Car Make,Volkswagen,,300x250,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,androidauthority.com,Androidauthority,PubMatic,Smartphone,"14,451.00",5,"5,606.00","13,461.00",1,"$6,397.60",,"$1,279.52","$6,397.60",$442.71,20.00%,0.03%,41.65%
Online Behavior>United States>Validated Demographic>Age>18-64,Online Behavior,United States,Validated Demographic,Age,18-64,,,300x250,10% Discount - Ends 6/1,"Grand Rapids-Kalamazoo,Michigan",Grand Rapids-Kalamazoo,Michigan,cars.com,Cars,PubMatic,Windows PC,"48,562.00",5,"29,108.00","45,570.00",11,"$6,346.63",,"$1,269.33",$576.97,$130.69,220.00%,0.01%,63.88%
Online Behavior>United States>Intent>Auto Buyers>Car Make>Subaru,Online Behavior,United States,Intent,Auto Buyers,Car Make,Subaru,,300x250,Sign up Today - 10% Off,"Los Angeles,California",Los Angeles,California,signupgenius.com,Signupgenius,Magnite DV+,Apple PC,"7,965.00",5,"5,230.00","6,923.00",10,"$6,298.51",,"$1,259.70",$629.85,$790.77,200.00%,0.06%,75.55%
Online Behavior>United States>Sports>Individual Sports>Cycling,Online Behavior,United States,Sports,Individual Sports,Cycling,,,300x250,10% Discount - Ends 6/1,"Memphis,Tennessee",Memphis,Tennessee,msn.com,Msn,TripleLift,Windows PC,"117,518.00",5,"66,458.00","86,571.00",1,"$5,999.99",,"$1,200.00","$5,999.99",$51.06,20.00%,0.00%,76.77%
Online Behavior>United States>Real Estate>Homeowner,Online Behavior,United States,Real Estate,Homeowner,,,,300x250,10% Discount - Ends 6/1,"New York City,New York",New York City,New York,ebay.com,Ebay,Google Ad Manager,Smartphone,"161,178.00",5,"70,181.00","150,003.00",11,"$5,892.48",,"$1,178.50",$535.68,$36.56,220.00%,0.00%,46.79%
Online Behavior>United States>Beauty and Fitness>Fitness>Gyms and Health Clubs,Online Behavior,United States,Beauty and Fitness,Fitness,Gyms and Health Clubs,,,320x50,Sign up Today - 10% Off,"New York City,New York",New York City,New York,rollingstone.com,Rollingstone,Google Ad Manager,Smartphone,"25,835.00",5,"3,753.00","20,808.00",11,"$5,751.91",,"$1,150.38",$522.90,$222.64,220.00%,0.02%,18.04%
Online Behavior>United States>Travel>Tourist Destinations>Mountain and Ski Resorts,Online Behavior,United States,Travel,Tourist Destinations,Mountain and Ski Resorts,,,320x50,Subscribe Today - 10% Discount,"West Palm Beach-Ft. Pierce,Florida",West Palm Beach-Ft. Pierce,Florida,cbsnews.com,Cbsnews,BidSwitch,Smartphone,"35,178.00",5,"23,374.00","33,779.00",5,"$5,738.81",,"$1,147.76","$1,147.76",$163.14,100.00%,0.01%,69.20%
Online Behavior>United States>Validated Demographic>Age>18-54,Online Behavior,United States,Validated Demographic,Age,18-54,,,320x50,10% Discount - Ends 6/1,"Knoxville,Tennessee",Knoxville,Tennessee,macrumors.com,Macrumors,PubMatic,Smartphone,"12,214.00",5,"5,376.00","11,490.00",1,"$5,616.31",,"$1,123.26","$5,616.31",$459.83,20.00%,0.04%,46.79%
Online Behavior>United States>Validated Demographic>Gender and Age Combined>Females 65 or older,Online Behavior,United States,Validated Demographic,Gender and Age Combined,Females 65 or older,,,320x50,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,finance.yahoo.com,Finance,Google Ad Manager,Smartphone,"232,470.00",5,"40,870.00","195,447.00",36,"$5,401.37",,"$1,080.27",$150.04,$23.23,720.00%,0.00%,20.91%
Online Behavior>United States>Home and Garden>Homemaking and Interior Decor,Online Behavior,United States,Home and Garden,Homemaking and Interior Decor,,,,300x250,10% Discount - Ends 6/1,"Los Angeles,California",Los Angeles,California,dailymail.co.uk/news,Dailymail,Google Ad Manager,Smartphone,"7,921.00",5,"4,727.00","6,513.00",1,"$5,379.00",,"$1,075.80","$5,379.00",$679.08,20.00%,0.06%,72.58%
Online Behavior>United States>Autos and Vehicles>Brands>LandRover,Online Behavior,United States,Autos and Vehicles,Brands,LandRover,,,300x250,Sign up Now - 10% Off,"Jacksonville,Florida",Jacksonville,Florida,ebay.com,Ebay,Google Ad Manager,Apple PC,"104,538.00",5,"49,049.00","97,093.00",2,"$5,266.42",,"$1,053.28","$2,633.21",$50.38,40.00%,0.00%,50.52%
Online Behavior>United States>Games>Family-Oriented Games and Activities,Online Behavior,United States,Games,Family-Oriented Games and Activities,,,,300x250,Sign up Now - 10% Off,"Los Angeles,California",Los Angeles,California,findagrave.com,Findagrave,BidSwitch,Windows PC,"25,021.00",5,"11,084.00","18,079.00",9,"$4,961.48",,$992.30,$551.28,$198.29,180.00%,0.02%,61.31%
Online Behavior>United States>B2B>Occupation>SystemsAnalyst,Online Behavior,United States,B2B,Occupation,SystemsAnalyst,,,320x50,Sign up Now - 10% Off,"Chicago,Illinois",Chicago,Illinois,espn.com,Espn,Google Ad Manager,Smartphone,"95,289.00",5,"19,527.00","82,800.00",2,"$3,223.54",,$644.71,"$1,611.77",$33.83,40.00%,0.01%,23.58%
US>Reach>Propensity Models>Lifestyle>Healthy Living,US,Reach,Propensity Models,Lifestyle,Healthy Living,,,300x250,Subscribe Today - 10% Discount,"Peoria-Bloomington,Illinois",Peoria-Bloomington,Illinois,realtor.com,Realtor,Google Ad Manager,Smartphone,"15,449.00",5,"4,595.00","13,765.00",1,"$3,122.94",,$624.59,"$3,122.94",$202.15,20.00%,0.03%,33.38%
US>Demo>Age>65+,US,Demo,Age,65+,,,,320x50,Sign up Now - 10% Off,"Nashville,Tennessee",Nashville,Tennessee,msn.com,Msn,Google Ad Manager,Smartphone,"58,738.00",5,"33,538.00","47,535.00",14,"$2,801.58",,$560.32,$200.11,$47.70,280.00%,0.01%,70.55%
Travel and Tourism,Travel and Tourism,,,,,,,320x50,Subscribe Today - 10% Discount,"Los Angeles,California",Los Angeles,California,cbsnews.com,Cbsnews,Taboola,Smartphone,"3,354.00",5,"1,607.00","3,014.00",13,"$2,610.79",,$522.16,$200.83,$778.41,260.00%,0.15%,53.32%
US>Reach>Propensity Models>Luxury Store Shoppers,US,Reach,Propensity Models,Luxury Store Shoppers,,,,300x50,Subscribe Today - 10% Discount,"Memphis,Tennessee",Memphis,Tennessee,newsmemory.com,Newsmemory,Google Ad Manager,Smartphone,"15,602.00",5,"7,676.00","13,775.00",1,"$2,600.89",,$520.18,"$2,600.89",$166.70,20.00%,0.03%,55.72%
US>Reach>Propensity Models>Online>Pets,US,Reach,Propensity Models,Online,Pets,,,320x50,Subscribe Today - 10% Discount,"Los Angeles,California",Los Angeles,California,weather.com,Weather,Google Ad Manager,Smartphone,"68,008.00",5,"2,996.00","49,686.00",9,"$1,923.81",,$384.76,$213.76,$28.29,180.00%,0.01%,6.03%
